Grundbuchamt/ Ort ;Anlage;Kaufpreis;Seite;Verkäufer:;Grundbuchblatt;Bezirk ;Eigentümer ;Rechtsnachfolger ;Ifd. Nummer ;Gemarkung;Flur ;Flurstück;Katastergröße (m^2);ca. Verkaufsgröße (m^2);WE - Nr.;SU - Nr.;falls zutreffend: Anteil;Bodenrichtwert 2024 (€/m^2);unknown_value;Bodenrichtwert 2016 ;Amnmerkungen Bodenrichtwert 2016 ;Grundstückspreise auf basis Bodenrichtwerte 2016;Adressen;comment;Nutzung laut Thelen ;;;
Duisburg ;Anlage 1.1.3(a)(i);500.000,00;nicht erkennbar ;Hellweg Liegenschaft GmbH;7471;Rheinhausen;Hellweg Liegenschaft GmbH;Hellweg Liegenschaft GmbH;1;Rheinhausen;9;627;180;nicht genannt;87238;425;1.10;245;44.100,00;195;;35.100,00;CP4H+F2W Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg ;Anlage 1.1.3(a)(i);500.000,00;nicht erkennbar ;Hellweg Liegenschaft GmbH;7496;Rheinhausen;Hellweg Liegenschaft GmbH;Hellweg Liegenschaft GmbH;1;Rheinhausen;9;668;146;nicht genannt;87000;404;nicht zutreffend ;245;35.770,00;195;;28.470,00;Barbarastraße 43, 47226 Duisburg;;Wohnflächen;;;
Duisburg ;Anlage 1.1.3(a)(i);500.000,00;nicht erkennbar ;Hellweg Liegenschaft GmbH;9818;Rheinhausen;Hellweg Liegenschaft GmbH;Hellweg Liegenschaft GmbH;2;Rheinhausen;12;1215;131;nicht genannt;87081;409;nicht zutreffend ;240;31.440,00;190;;24.890,00;Schleusenstraße 52, 47229 Duisburg;;Wohnflächen;;;
Duisburg ;Anlage 1.1.3(a)(i);500.000,00;nicht erkennbar ;Hellweg Liegenschaft GmbH;9818;Rheinhausen;Hellweg Liegenschaft GmbH;Hellweg Liegenschaft GmbH;4;Rheinhausen;9;262;2;nicht genannt;87238;1098;nicht zutreffend ;190;380,00;155;;310,00;CP4G+CM3 Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.3(a)(i);500.000,00;nicht erkennbar ;Hellweg Liegenschaft GmbH;3834;Altenessen;Hellweg Liegenschaft GmbH;Hellweg Liegenschaft GmbH;nicht erkennbar;Altenessen;35;3;2.181;nicht genannt;87239;426;nicht zutreffend ;240;523.440,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;F2P8+F9W Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.3(a)(i);500.000,00;nicht erkennbar ;Hellweg Liegenschaft GmbH;3834;Altenessen;Hellweg Liegenschaft GmbH;Hellweg Liegenschaft GmbH;5;Altenessen;35;196;1.408;nicht genannt;87239;426;nicht zutreffend ;240;337.920,00;215;;302.720,00;F2M8+V85 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.3(a)(i);500.000,00;nicht erkennbar ;Hellweg Liegenschaft GmbH;3834;Altenessen;Hellweg Liegenschaft GmbH;Hellweg Liegenschaft GmbH;5;Altenessen;35;248;680;nicht genannt;87239;426;nicht zutreffend ;240;163.200,00;185;;125.800,00;F2M8+XQ2 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen ;Anlage 1.1.3(a)(i);500.000,00;nicht erkennbar ;Hellweg Liegenschaft GmbH;4137;Altenessen;Essen-Borbeck - Anlage 1.1.3(a)(i);Hellweg Liegenschaft GmbH;4;Altenessen;35;75;165;nicht genannt;87239;426;nicht zutreffend ;240;39.600,00;;Keine Ergebnisse gefunden;0,00;F2PC+425 Essen;;;;;
Essen ;Anlage 1.1.3(a)(i);500.000,00;nicht erkennbar ;Hellweg Liegenschaft GmbH;4137;Altenessen;Essen-Borbeck - Anlage 1.1.3(a)(i);Hellweg Liegenschaft GmbH;6;Altenessen;35;106;186;nicht genannt;87239;426;nicht zutreffend ;240;44.640,00;165;;30.690,00;F2P9+4P3 Essen;;;;;
Essen ;Anlage 1.1.3(a)(i);500.000,00;nicht erkennbar ;Hellweg Liegenschaft GmbH;4137;Altenessen;Essen-Borbeck - Anlage 1.1.3(a)(i);Hellweg Liegenschaft GmbH;8;Altenessen;36;315;7;nicht genannt;87239;426;nicht zutreffend ;240;1.680,00;;Keine Ergebnisse gefunden;0,00;F2P9+3RH Essen;;;;;
Essen-Borbeck ;Anlage 1.1.3(a)(i);500.000,00;9;Hellweg Liegenschaft GmbH;2218;Bochold;Essen-Borbeck - Anlage 1.1.3(a)(i);Hellweg Liegenschaft GmbH;nicht erkennbar;Bochold;21;144;4.805;nicht genannt;87240;428;nicht zutreffend ;280;1.345.400,00;280;;1.345.400,00;FXFH+6H6 Essen;;Entwicklungsfläche Wohnen;;;
Essen-Borbeck ;Anlage 1.1.3(a)(i);500.000,00;9;Hellweg Liegenschaft GmbH;2218;Bochold;Essen-Borbeck - Anlage 1.1.3(a)(i);Hellweg Liegenschaft GmbH;nicht erkennbar;Bochold;27;307;2.231;nicht genannt;87245;431;nicht zutreffend ;19;42.389,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;FXC9+8XF Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen-Borbeck ;Anlage 1.1.3(a)(i);500.000,00;9;Hellweg Liegenschaft GmbH;2218;Bochold;Essen-Borbeck - Anlage 1.1.3(a)(i);Hellweg Liegenschaft GmbH;nicht erkennbar;Bochold;27;314;11.245;nicht genannt;87245;431;nicht zutreffend ;19;213.655,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;FXC9+4QV Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen-Borbeck ;Anlage 1.1.3(a)(i);500.000,00;9;Hellweg Liegenschaft GmbH;2080;Borbeck;Essen-Borbeck - Anlage 1.1.3(a)(i);Hellweg Liegenschaft GmbH;nicht erkennbar;Borbeck;2;883;2;nicht genannt;87241;1334;nicht zutreffend ;300,00;600,00;230;;460,00;FWPW+5MM Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Gladbeck ;Anlage 1.1.3(a)(i);500.000,00;10;Hellweg Liegenschaft GmbH;11083;Gladbeck ;Essen-Borbeck - Anlage 1.1.3(a)(i);Hellweg Liegenschaft GmbH;25;Gladbeck;30;195;1;nicht genannt;87247;432;nicht erkennbar;100;100,00;65;;65,00;H2J5+285 Gladbeck;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Gladbeck ;Anlage 1.1.3(a)(i);500.000,00;10;Hellweg Liegenschaft GmbH;11083;Gladbeck ;Essen-Borbeck - Anlage 1.1.3(a)(i);Hellweg Liegenschaft GmbH;48;Gladbeck;70;206;1.270;nicht genannt;87247;433;nicht erkennbar;0,8;1.016,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;HX4P+MRQ Gladbeck;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Gladbeck ;Anlage 1.1.3(a)(i);500.000,00;10;Hellweg Liegenschaft GmbH;11083;Gladbeck ;Essen-Borbeck - Anlage 1.1.3(a)(i);Hellweg Liegenschaft GmbH;51;Gladbeck;70;209;348;nicht genannt;87247;433;nicht erkennbar;0,8;278,40;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;HX4Q+RC2 Gladbeck;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Herne;Anlage 1.1.3(a)(i);500.000,00;11;Hellweg Liegenschaft GmbH;22604;Herne;Hellweg Liegenschaft GmbH;Hellweg Liegenschaft GmbH;nicht erkennbar;Sodingen;3;457;323;nicht genannt;87153;412;nicht zutreffend ;470;151.810,00;165;;53.295,00;Grüner Weg 18, 44627 Herne;;Wohnflächen;;;
Herne-Wanne ;Anlage 1.1.3(a)(i);500.000,00;12;Hellweg Liegenschaft GmbH;18088;Wanne-Eikel;Hellweg Liegenschaft GmbH;Hellweg Liegenschaft GmbH;10;Wanne-Eikel;49;304;464;nicht genannt;87119;410;nicht zutreffend ;260,00;120.640,00;175;;81.200,00;Bonifatiusstraße 7, 44651 Herne;;Wohnflächen;;;
Heme-Wanne ;Anlage 1.1.3(a)(i);500.000,00;12;Hellweg Liegenschaft GmbH;18088;Wanne-Eikel;Hellweg Liegenschaft GmbH;Hellweg Liegenschaft GmbH;159;Wanne-Eikel;65;512;191;nicht genannt;87142;411;nicht zutreffend ;280;53.480,00;190;;36.290,00;Gustavstraße 2a, 44651 Herne;;Wohnflächen;;;
Bottrop;Anlage 1.1.4(a)(i);500.000,00;1;ThyssenKrupp Grundbesitz Verwaltungs GmbH;506;Bottrop;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;92;Bottrop;146;323;14.814;nicht genannt;95022;8;nicht zutreffend ;0,8;11.851,20;1,2;;17.776,80;GVVR+Q5V Bottrop;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Bottrop ;Anlage 1.1.4(a)(i);500.000,00;1;ThyssenKrupp Grundbesitz Verwaltungs GmbH;506;Bottrop;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;99;Bottrop;142;284;1.341;nicht genannt;95109;87;nicht zutreffend ;0,8;1.072,80;1,2;;1.609,20;GWM6+R95 Bottrop;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Bottrop ;Anlage 1.1.4(a)(i);500.000,00;1;ThyssenKrupp Grundbesitz Verwaltungs GmbH;506;Bottrop;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Bottrop;146;461;3.902;nicht genannt;95022;8;nicht zutreffend ;0,8;3.121,60;1,2;;4.682,40;GVVQ+QR4 Bottrop;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Dinslaken ;Anlage 1.1.4(a)(i);500.000,00;2;ThyssenKrupp Grundbesitz Verwaltungs GmbH;1095;Hiesfeld;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;36;Hiesfeld;21;65;31.716;nicht genannt;95030;1079;nicht zutreffend ;1,3;41.230,80;;3,9 (Landwirtschaftliche Fläche);0,00;HQ3Q+PVJ Dinslaken;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Dinslaken ;Anlage 1.1.4(a)(i);500.000,00;2;ThyssenKrupp Grundbesitz Verwaltungs GmbH;1095;Hiesfeld;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;52;Hiesfeld;21;63;3.020;nicht genannt;95030;30;nicht erkennbar;1,3;3.926,00;;3,9 (Landwirtschaftliche Fläche);0,00;HQ3R+85H Dinslaken;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Dinslaken ;Anlage 1.1.4(a)(i);500.000,00;2;ThyssenKrupp Grundbesitz Verwaltungs GmbH;1095;Hiesfeld;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;53;Hiesfeld;21;47;5.513;nicht genannt;95030;30;nicht erkennbar;1,3;7.166,90;;3,9 (Landwirtschaftliche Fläche);0,00;HQ3Q+6QC Dinslaken;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;3;ThyssenKrupp Grundbesitz Verwaltungs GmbH;10111;Hamborn;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbart;Hamborn;36;9;41;nicht genannt;95029;20;nicht zutreffend ;185;7.585,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;GQ39+7HV Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;3;ThyssenKrupp Grundbesitz Verwaltungs GmbH;10111;Hamborn;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbart;Hamborn;36;8;839;nicht genannt;95029;20;nicht zutreffend ;185;155.215,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;GQ39+7M5 Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;3;ThyssenKrupp Grundbesitz Verwaltungs GmbH;10111;Hamborn;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbart;Hamborn;44;154;2.559;nicht genannt;95029;17;nicht zutreffend ;210;537.390,00;170;;435.030,00;GQ47+QHW Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;3;ThyssenKrupp Grundbesitz Verwaltungs GmbH;10111;Hamborn;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbart;Hamborn;45;163;157;nicht genannt;95029;19;nicht zutreffend ;210;32.970,00;175;;27.475,00;Mecklenburger Str. 11-15, 47169 Duisburg;;;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;3;ThyssenKrupp Grundbesitz Verwaltungs GmbH;10111;Hamborn;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbart;Hamborn;3;419;1.280;nicht genannt;95029;17;nicht zutreffend ;280;358.400,00;;Für die Fläche konnte kein BRW ermittelt werden;0,00;GQ86+732 Duisburg;;;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;3;ThyssenKrupp Grundbesitz Verwaltungs GmbH;10111;Hamborn;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbart;Hamborn;45;317;63;nicht genannt;95029;19;nicht zutreffend ;210;13.230,00;175;;11.025,00;GQ54+Q58 Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;3;ThyssenKrupp Grundbesitz Verwaltungs GmbH;10111;Hamborn;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbart;Hamborn;45;322;44;nicht genannt;95029;19;nicht zutreffend ;150;6.600,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;GQ54+R8F Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;3;ThyssenKrupp Grundbesitz Verwaltungs GmbH;10111;Hamborn;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbart;Hamborn;206;171;427;nicht genannt;95029;21;nicht zutreffend ;150;64.050,00;135;;57.645,00;GP2X+RVX Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;3;ThyssenKrupp Grundbesitz Verwaltungs GmbH;10111;Hamborn;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbart;Hamborn;45;470;47;nicht genannt;95029;23;nicht zutreffend ;185;8.695,00;155;;7.285,00;GQ54+FGH Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;3;ThyssenKrupp Grundbesitz Verwaltungs GmbH;10111;Hamborn;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbart;Hamborn;45;471;59;nicht genannt;95029;23;nicht zutreffend ;185;10.915,00;155;;9.145,00;GQ54+CGX Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;3;ThyssenKrupp Grundbesitz Verwaltungs GmbH;10111;Hamborn;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbart;Hamborn;45;482;44;nicht genannt;95029;23;nicht zutreffend ;185;8.140,00;155;;6.820,00;GQ54+2MQ Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;3;ThyssenKrupp Grundbesitz Verwaltungs GmbH;10111;Hamborn;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbart;Hamborn;45;489;53;nicht genannt;95029;23;nicht zutreffend ;185;9.805,00;155;;8.215,00;GQ44+QRJ Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;3;ThyssenKrupp Grundbesitz Verwaltungs GmbH;10111;Hamborn;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbart;Hamborn;45;490;61;nicht genannt;95029;23;nicht zutreffend ;185;11.285,00;155;;9.455,00;GQ44+QR2 Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;4;ThyssenKrupp Grundbesitz Verwaltungs GmbH;10111;Hamborn;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;61;Hamborn;36;10;236;nicht genannt;95029;20;nicht zutreffend ;170;40.120,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;GQ39+8FF Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;4;ThyssenKrupp Grundbesitz Verwaltungs GmbH;10111;Hamborn;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;128;Hamborn;41;197;154;nicht genannt;95029;18;nicht zutreffend ;235;36.190,00;185;185;28.490,00;GQ47+8VF Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;4;ThyssenKrupp Grundbesitz Verwaltungs GmbH;14326;Hamborn;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;1;Hamborn;45;427;1.548;nicht genannt;95029;17;nicht zutreffend ;210;325.080,00;170;170;263.160,00;GQ57+56F Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Hamborn ;Anlage 1.1.4(a)(i);500.000,00;4;ThyssenKrupp Grundbesitz Verwaltungs GmbH;10764;Walsum;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;2;Walsum;34;752;488;nicht genannt;95029;22;nicht zutreffend ;310;151.280,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;GP9R+X4X Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Ruhrort ;Anlage 1.1.4(a)(i);500.000,00;5;ThyssenKrupp Grundbesitz Verwaltungs GmbH;1184A;Beeck;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Beeck;12;251;287;nicht genannt;95021;1147;nicht zutreffend ;185;53.095,00;155;;44.485,00;FQH2+X49 Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Ruhrort ;Anlage 1.1.4(a)(i);500.000,00;5;ThyssenKrupp Grundbesitz Verwaltungs GmbH;1184A;Beeck;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Beeck;12;291;12.375;nicht genannt;95021;1147;nicht zutreffend ;185;2.289.375,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;FQH2+WQM Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Ruhrort ;Anlage 1.1.4(a)(i);500.000,00;5;ThyssenKrupp Grundbesitz Verwaltungs GmbH;1184A;Beeck;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Beeck;12;18;229;nicht genannt;95021;1147;nicht zutreffend ;185;42.365,00;155;;35.495,00;FQJ2+5WW Duisburg;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Duisburg-Ruhrort ;Anlage 1.1.4(a)(i);500.000,00;5;ThyssenKrupp Grundbesitz Verwaltungs GmbH;1017;Meiderich;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Meiderich;25;186;2.835;nicht genannt;95066;63;nicht zutreffend ;0,8;2.268,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;FQHM+7FW Duisburg;;Entwicklungsflächen Gewerbe;;;
Duisburg-Ruhrort ;Anlage 1.1.4(a)(i);500.000,00;5;ThyssenKrupp Grundbesitz Verwaltungs GmbH;5373;Meiderich;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Meiderich;27;27;3.560;nicht genannt;95066;63;nicht zutreffend ;0,8;2.848,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;FQHM+MQP Duisburg;;Entwicklungsflächen Gewerbe;;;
Duisburg-Ruhrort ;Anlage 1.1.4(a)(i);500.000,00;6;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9013;Meiderich;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;1;Meiderich;27;104;3.190;nicht genannt;95066;63;nicht zutreffend ;0,8;2.552,00;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;FQHM+M65 Duisburg;;Entwicklungsflächen Gewerbe;;;
Duisburg-Ruhrort ;Anlage 1.1.4(a)(i);500.000,00;6;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9013;Meiderich;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;2;Meiderich;27;105;4.769;nicht genannt;95066;63;nicht zutreffend ;0,8;3.815,20;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;FQHM+PG5 Duisburg;;Entwicklungsflächen Gewerbe;;;
Duisburg-Ruhrort ;Anlage 1.1.4(a)(i);500.000,00;6;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9014;Meiderich;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;1;Meiderich;27;110;1.476;nicht genannt;95066;63;nicht erkennbar;0,8;1.180,80;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;FQHM+JVV Duisburg;;Entwicklungsflächen Gewerbe;;;
Essen-Borbeck ;Anlage 1.1.4(a)(i);500.000,00;7;ThyssenKrupp Grundbesitz Verwaltungs GmbH;1954;nicht erkennbar;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;nicht erkennbar;8;611;480;nicht genannt;95020;1274;nicht zutreffend ;;0,00;;;0,00;;;;;;
Essen-Borbeck ;Anlage 1.1.4(a)(i);500.000,00;7;ThyssenKrupp Grundbesitz Verwaltungs GmbH;1954;nicht erkennbar;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;nicht erkennbar;8;613;508;nicht genannt;95020;1273;nicht zutreffend ;;0,00;;;0,00;;;;;;
Essen-Borbeck ;Anlage 1.1.4(a)(i);500.000,00;7;ThyssenKrupp Grundbesitz Verwaltungs GmbH;1954;nicht erkennbar;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;nicht erkennbar;2;382;718;nicht genannt;95020;4;nicht zutreffend ;;0,00;;;0,00;;;;;;
Essen-Borbeck ;Anlage 1.1.4(a)(i);500.000,00;7;ThyssenKrupp Grundbesitz Verwaltungs GmbH;3154;Frintrop ;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Frintrop ;5;4;9.599;nicht genannt;95065;62;nicht zutreffend ;0,7;6.719,30;2;;19.198,00;FWG9+F7P Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen-Borbeck ;Anlage 1.1.4(a)(i);500.000,00;7;ThyssenKrupp Grundbesitz Verwaltungs GmbH;3154;Frintrop ;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Frintrop ;9;170;438;nicht genannt;95028;16;nicht zutreffend ;320;140.160,00;230;;100.740,00;Höhenweg 27, 45359 Essen;;Erbbaurecht Wohnen und Gewerbe;;;
Essen-Borbeck ;Anlage 1.1.4(a)(i);500.000,00;7;ThyssenKrupp Grundbesitz Verwaltungs GmbH;3154;Frintrop ;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Frintrop ;10;110;104;nicht genannt;95027;14;nicht zutreffend ;320;33.280,00;;Kein Ergebnis gefunden;0,00;FWH4+6RR Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen-Borbeck ;Anlage 1.1.4(a)(i);500.000,00;7;ThyssenKrupp Grundbesitz Verwaltungs GmbH;3154;Frintrop ;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Frintrop ;10;114;151;nicht genannt;95027;14;nicht zutreffend ;320;48.320,00;;Kein Ergebnis gefunden;0,00;FWJ5+394 Essen;;;;;
Essen-Borbeck ;Anlage 1.1.4(a)(i);500.000,00;7;ThyssenKrupp Grundbesitz Verwaltungs GmbH;3154;Frintrop ;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Frintrop ;10;142;465;nicht genannt;95927;14;nicht zutreffend ;320;148.800,00;200;;93.000,00;FWH4+WX8 Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Essen-Borbeck ;Anlage 1.1.4(a)(i);500.000,00;7;ThyssenKrupp Grundbesitz Verwaltungs GmbH;3154;Frintrop ;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Frintrop ;11;79;519;nicht genannt;95028;15;nicht zutreffend ;300;155.700,00;175;;90.825,00;Im Neerfeld 23, 45359 Essen;;Erbbaurecht Wohnen und Gewerbe;;;
