Grundbuchamt/ Ort ;Anlage;Kaufpreis;Seite;Verkäufer:;Grundbuchblatt;Bezirk ;Eigentümer ;Rechtsnachfolger ;Ifd. Nummer ;Gemarkung;Flur ;Flurstück;Katastergröße (m^2);ca. Verkaufsgröße (m^2);WE - Nr.;SU - Nr.;falls zutreffend: Anteil;Bodenrichtwert 2024 (€/m^2);unknown_value;Bodenrichtwert 2016 ;Amnmerkungen Bodenrichtwert 2016 ;Grundstückspreise auf basis Bodenrichtwerte 2016;Adressen;comment;Nutzung laut Thelen ;;;
Essen-Borbeck ;Anlage 1.1.4(a)(i);500.000,00;8;ThyssenKrupp Grundbesitz Verwaltungs GmbH;3154;Frintrop ;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;7;Frintrop ;18;167;15.945;nicht genannt;95065;61;nicht zutreffend ;0,7;11.161,50;;Für diese Fläche konnte kein BRW ermittelt werden;0,00;FVGX+FXM Essen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;9;ThyssenKrupp Grundbesitz Verwaltungs GmbH;450A;Holten;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Holten;8;1286;182;nicht genannt;95031;36;nicht zutreffend ;0,8;145,60;1,5;;273,00;GRM2+CVG Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;9;ThyssenKrupp Grundbesitz Verwaltungs GmbH;450A;Holten;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Holten;8;1288;230;nicht genannt;95031;36;nicht zutreffend ;0,8;184,00;1,5;;345,00;GRM3+C6X Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;9;ThyssenKrupp Grundbesitz Verwaltungs GmbH;450A;Holten;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Holten;8;1293;929;nicht genannt;95031;33;nicht zutreffend ;0,8;743,20;1,5;;1.393,50;GRM4+P22 Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;9;ThyssenKrupp Grundbesitz Verwaltungs GmbH;450A;Holten;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Holten;8;1038;26.040;nicht genannt;95031;36;nicht zutreffend ;0,8;20.832,00;1,5;;39.060,00;GRM2+9F2 Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;9;ThyssenKrupp Grundbesitz Verwaltungs GmbH;450A;Holten;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Holten;8;1296;84;nicht genannt;95031;36;nicht zutreffend ;0,8;67,20;1,5;;126,00;GQJX+P33 Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;9;ThyssenKrupp Grundbesitz Verwaltungs GmbH;450A;Holten;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Holten;8;1510;12.972;nicht genannt;95031;34;nicht zutreffend ;225;2.918.700,00;145;;1.880.940,00;GRJ3+XMW Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;9;ThyssenKrupp Grundbesitz Verwaltungs GmbH;450A;Holten;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Holten;8;1577;6.725;nicht genannt;95031;34;nicht zutreffend ;0,8;5.380,00;1,5;;10.087,50;GRM4+928 Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;9;ThyssenKrupp Grundbesitz Verwaltungs GmbH;450A;Holten;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Holten;8;1579;82;nicht genannt;95031;35;nicht zutreffend ;225;18.450,00;145;;11.890,00;GRJ4+X68 Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;9;ThyssenKrupp Grundbesitz Verwaltungs GmbH;3783;Oberhausen;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Oberhausen;44;73;1.359;nicht genannt;95070;1091;nicht zutreffend ;235;319.365,00;155;;210.645,00;FRF6+QHM Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;10;ThyssenKrupp Grundbesitz Verwaltungs GmbH;3879;Oberhausen;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;3;Oberhausen;44;12;30.541;nicht genannt;95070;1091;nicht zutreffend ;0,8;24.432,80;1,5;;45.811,50;FRF7+GFM Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;10;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9898;Oberhausen;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;1;Oberhausen;23;97;2.894;nicht genannt;95034;37;nicht zutreffend ;230;665.620,00;150;;434.100,00;FVJG+V27 Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;10;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9898;Oberhausen;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;3;Oberhausen;23;8;1.406;nicht genannt;95034;37;nicht zutreffend ;15;21.090,00;;1,5 (Forstwirtschaft);0,00;FVJF+WG7 Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;10;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9898;Oberhausen;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;4;Oberhausen;23;7;1.404;nicht genannt;95034;37;nicht zutreffend ;15;21.060,00;;1,5 (Forstwirtschaft);0,00;FVJF+XG7 Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;10;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9898;Oberhausen;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;8;Oberhausen;23;6;2.327;nicht genannt;95034;37;nicht zutreffend ;15;34.905,00;;1,5 (Forstwirtschaft);0,00;FVMF+2HJ Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;10;ThyssenKrupp Grundbesitz Verwaltungs GmbH;514;Oberhausen-Borbeck;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;161;Oberhausen-Borbeck;9;184;1.377;nicht genannt;95068;64;nicht zutreffend ;245;337.365,00;165;;227.205,00;FWV8+35V Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;11;ThyssenKrupp Grundbesitz Verwaltungs GmbH;514;Oberhausen-Borbeck;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Oberhausen-Borbeck;4;51;18.212;nicht genannt;95048;52;nicht zutreffend ;0,8;14.569,60;1,5;;27.318,00;FVRR+X9P Oberhausen;;Entwicklungsflächen Wohnen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;11;ThyssenKrupp Grundbesitz Verwaltungs GmbH;6555;Osterfeld;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Osterfeld;1;343;485;nicht genannt;95035;1170;nicht zutreffend ;310;150.350,00;205;;99.425,00;Am Stemmersberg 46, 46119 Oberhausen;;Erbbaurecht Wohnen und Gewerbe;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;11;ThyssenKrupp Grundbesitz Verwaltungs GmbH;6555;Osterfeld;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Osterfeld;1;344;492;nicht genannt;95035;1171;nicht zutreffend ;310;152.520,00;205;;100.860,00;Am Stemmersberg 44, 46117 Oberhausen;;Erbbaurecht Wohnen und Gewerbe;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;11;ThyssenKrupp Grundbesitz Verwaltungs GmbH;6555;Osterfeld;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Osterfeld;25;22;558;nicht genannt;95035;1162;nicht zutreffend ;250;139.500,00;170;;94.860,00;Malzstraße 13, 46117 Oberhausen;;Erbbaurecht Wohnen und Gewerbe;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;11;ThyssenKrupp Grundbesitz Verwaltungs GmbH;6555;Osterfeld;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Osterfeld;25;23;716;nicht genannt;95035;1158;nicht zutreffend ;250;179.000,00;170;;121.720,00;Malzstraße 15, 46117 Oberhausen;;Erbbaurecht Wohnen und Gewerbe;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;11;ThyssenKrupp Grundbesitz Verwaltungs GmbH;6555;Osterfeld;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Osterfeld;25;56;481;nicht genannt;95035;1160;nicht zutreffend ;250;120.250,00;170;;81.770,00;Giesbertstraße 4, 46117 Oberhausen;;Erbbaurecht Wohnen und Gewerbe;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;11;ThyssenKrupp Grundbesitz Verwaltungs GmbH;6555;Osterfeld;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Osterfeld;26;57;481;nicht genannt;95035;1159;nicht zutreffend ;245;117.845,00;165;;79.365,00;Giesbertstraße 4A, 46117 Oberhausen;;Erbbaurecht Wohnen und Gewerbe;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;11;ThyssenKrupp Grundbesitz Verwaltungs GmbH;6555;Osterfeld;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Osterfeld;25;61;529;nicht genannt;95035;1161;nicht zutreffend ;250;132.250,00;170;;89.930,00;Malzstraße 24, 46117 Oberhausen;;Erbbaurecht Wohnen und Gewerbe;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;11;ThyssenKrupp Grundbesitz Verwaltungs GmbH;6555;Osterfeld;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Osterfeld;27;526;742;nicht genannt;95035;39;nicht zutreffend ;245;181.790,00;165;;122.430,00;Kniestraße 64, 46117 Oberhausen;;Erbbaurecht Wohnen und Gewerbe;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;12;ThyssenKrupp Grundbesitz Verwaltungs GmbH;6555;Osterfeld;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;55;Osterfeld;1;532;11.218;nicht genannt;95055;53;nicht erkennbar;270;3.028.860,00;185;;2.075.330,00;GV7C+5GW Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;12;ThyssenKrupp Grundbesitz Verwaltungs GmbH;79;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;557;Sterkrade;1;697;55.137;nicht genannt;95086;1006;nicht erkennbar;;0,00;;;0,00;;;;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;12;ThyssenKrupp Grundbesitz Verwaltungs GmbH;79;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;559;Sterkrade;1;698;327;nicht genannt;95086;1006;nicht erkennbar;135;44.145,00;110;;35.970,00;GRF7+2X9 Oberhausen;;Entwicklungsflächen Gewerbe ;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;12;ThyssenKrupp Grundbesitz Verwaltungs GmbH;79;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;562;Sterkrade;1;701;4.866;nicht genannt;95085;71;nicht erkennbar;;0,00;;;0,00;;;;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;12;ThyssenKrupp Grundbesitz Verwaltungs GmbH;79;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;564;Sterkrade;1;702;3.413;nicht genannt;95085;71;nicht erkennbar;;0,00;;;0,00;;;;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;12;ThyssenKrupp Grundbesitz Verwaltungs GmbH;79;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;566;Sterkrade;1;703;14.051;nicht genannt;95085;71;nicht erkennbar;;0,00;;;0,00;;;;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;12;ThyssenKrupp Grundbesitz Verwaltungs GmbH;79;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;572;Sterkrade;1;704;2.130;nicht genannt;95085;71;nicht erkennbar;;0,00;;;0,00;;;;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;12;ThyssenKrupp Grundbesitz Verwaltungs GmbH;79;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;574;Sterkrade;1;739;4.250;nicht genannt;95086;1007;nicht erkennbar;137;582.250,00;110;;467.500,00;GRF9+9FF Oberhausen;;Entwicklungsflächen Gewerbe ;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;13;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade;1;18;1.118;nicht genannt;95086;1006;nicht zutreffend ;135;150.930,00;110;;122.980,00;GRF9+M2J Oberhausen;;Entwicklungsflächen Gewerbe ;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;13;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade;1;19;1.119;nicht genannt;95086;1006;nicht zutreffend ;135;151.065,00;110;;123.090,00;GRF9+M37 Oberhausen;;Entwicklungsflächen Gewerbe ;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;13;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade;1;29;49;nicht genannt;95086;1006;nicht zutreffend ;135;6.615,00;110;;5.390,00;GRF9+886 Oberhausen;;Entwicklungsflächen Gewerbe ;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;13;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade;1;32;316;nicht genannt;95086;1006;nicht zutreffend ;135;42.660,00;110;;34.760,00;GRF8+HV5 Oberhausen;;Entwicklungsflächen Gewerbe ;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;13;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade;24;54;35;nicht genannt;95037;43;nicht zutreffend ;240;8.400,00;160;;5.600,00;GR8M+WJV Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;13;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade;11;98;317;nicht genannt;95035;1172;nicht zutreffend ;260;82.420,00;175;;55.475,00;Birkhahnstraße 41, 46145 Oberhausen;;;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;13;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade;11;102;356;nicht genannt;95035;42;nicht zutreffend ;260;92.560,00;175;;62.300,00;Birkhahnstraße 3, 46145 Oberhausen;;Erbbaurecht Wohnen und Gewerbe;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;13;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade;11;111;356;nicht genannt;95035;1179;nicht zutreffend ;260;92.560,00;175;;62.300,00;Birkhahnstraße 11A, 46145 Oberhausen;;Erbbaurecht Wohnen und Gewerbe;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;13;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade;11;113;620;nicht genannt;95035;1178;nicht zutreffend ;260;161.200,00;175;;108.500,00;Birkhahnstraße 13A, 46145 Oberhausen;;Erbbaurecht Wohnen und Gewerbe;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;13;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade;11;114;641;nicht genannt;95035;1177;nicht zutreffend ;260;166.660,00;175;;112.175,00;Birkhahnstraße 15, 46145 Oberhausen;;Erbbaurecht Wohnen und Gewerbe;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;13;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade;11;118;356;nicht genannt;95035;1176;nicht zutreffend ;260;92.560,00;175;;62.300,00;Birkhahnstraße 19, 46145 Oberhausen;;Erbbaurecht Wohnen und Gewerbe;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;13;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade;11;132;404;nicht genannt;95035;1173;nicht zutreffend ;260;105.040,00;175;;70.700,00;Birkhahnstraße 2, 46145 Oberhausen;;;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;13;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade;11;136;479;nicht genannt;95035;1174;nicht zutreffend ;260;124.540,00;175;;83.825,00;Birkhahnstraße 10, 46145 Oberhausen;;Erbbaurecht Wohnen und Gewerbe;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;14;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;27;Sterkrade;11;137;687;nicht genannt;95035;1175;nicht zutreffend ;260;178.620,00;175;;120.225,00;Birkhahnstraße 12, 46145 Oberhausen;;Erbbaurecht Wohnen und Gewerbe;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;14;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;30;Sterkrade;1;440;3.749;nicht genannt;95985;71;nicht zutreffend ;135;506.115,00;110;;412.390,00;46149 Oberhausen-Weierheide;;Entwicklungsflächen Gewerbe;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;14;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;37;Sterkrade;11;218;763;nicht genannt;95074;1337;nicht zutreffend ;270;206.010,00;180;;137.340,00;GVMC+PXV Oberhausen;;;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;14;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;40;Sterkrade;14;980;7.350;nicht genannt;95074;68;nicht zutreffend ;0,8;5.880,00;1,5;;11.025,00;GVMC+66V Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;14;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;75;Sterkrade;25;1466;28.037;nicht genannt;95104;85;nicht zutreffend ;0,8;22.429,60;1,5;;42.055,50;GR9J+FQF Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;14;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;79;Sterkrade;24;1486;7.689;nicht genannt;95037;43;nicht zutreffend ;240;1.845.360,00;160;;1.230.240,00;GR8M+RC9 Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;14;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;81;Sterkrade;24;1488;261;nicht genannt;95037;43;nicht zutreffend ;240;62.640,00;160;;41.760,00;GR8J+MWP Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;14;ThyssenKrupp Grundbesitz Verwaltungs GmbH;9493A;Sterkrade;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;83;Sterkrade;14;1321;2.478;nicht genannt;95074;68;nicht zutreffend ;270;669.060,00;180;;446.040,00;GVMC+GC2 Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;14;ThyssenKrupp Grundbesitz Verwaltungs GmbH;2660A;Sterkrade-Nord;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;3;Sterkrade-Nord;28;10;125;nicht genannt;95099;81;nicht zutreffend ;0,80;100,00;1,5;;187,50;GQPV+VW3 Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;15;ThyssenKrupp Grundbesitz Verwaltungs GmbH;2660A;Sterkrade-Nord;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade-Nord;28;11;3.800;nicht genannt;95099;81;nicht zutreffend ;0,8;3.040,00;1,5;;5.700,00;GQPV+PXH Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;15;ThyssenKrupp Grundbesitz Verwaltungs GmbH;2660A;Sterkrade-Nord;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade-Nord;31;9;246;nicht genannt;95099;76;nicht zutreffend ;0,8;196,80;1,5;;369,00;GQRW+363 Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;15;ThyssenKrupp Grundbesitz Verwaltungs GmbH;2660A;Sterkrade-Nord;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade-Nord;31;11;20.718;nicht genannt;95099;76;nicht zutreffend ;0,8;16.574,40;1,5;;31.077,00;GQRW+499 Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
Oberhausen ;Anlage 1.1.4(a)(i);500.000,00;15;ThyssenKrupp Grundbesitz Verwaltungs GmbH;2660A;Sterkrade-Nord;ThyssenKrupp Grundbesitz Verwaltungs GmbH;ThyssenKrupp Grundbesitz Verwaltungs GmbH;nicht erkennbar;Sterkrade-Nord;31;12;1.023;nicht genannt;95099;76;nicht zutreffend ;0,8;818,40;1,5;;1.534,50;GQQW+XH4 Oberhausen;;Land- und forstwirtschaftliche Flächen, Grün- und Freiflächen;;;
